"relative_path","classification","lane","lineage_hint","bytes","last_write_time","sha256"
"DCSE_ASSET_PORTAL_APP\apps\web\src\lib\supabase-client.ts","ACTIVE","DCSE-SS/SC","Root project/source lineage","3979","2026-05-20T00:11:31","5833317D7628A84A8EEE869164829ECDC6B501F6490F8BAD5BC0584DFAC445B9"
"DCSE_ASSET_PORTAL_APP\apps\web\tailwind.config.js","SUPPORT","DCSE-SS/SC","Root project/source lineage","445","2026-03-25T02:49:08","1AD053C9680B437A60498A57808822D9044F87CAF9B1B350BB275B6541C74ED0"
"DCSE_ASSET_PORTAL_APP\apps\web\tsconfig.json","REVIEW","DCSE-SS/SC","Root project/source lineage","657","2026-05-20T00:33:18","1ABF2CD3CA95B468E459348A6C6B09D36BFC35B92382D1F1E3EE6B64A15944C5"
"DCSE_ASSET_PORTAL_APP\cloudflared.exe","SUPPORT","DCSE-SS/SC","Root project/source lineage","53886304","2026-05-21T14:53:21",
"DCSE_ASSET_PORTAL_APP\docs\ddna\AG_Technical_Validation_Report.md","REVIEW","DCSE-SS/SC","Root project/source lineage","1308","2026-05-21T17:26:08","90C691C1EB959ACDCF8E19F96FE8B8FEC85241C474CF2884D1BC8F5BB66276F8"
"DCSE_ASSET_PORTAL_APP\docs\ddna\AG_Verification_Receipt_20260521.md","REVIEW","DCSE-SS/SC","Root project/source lineage","1405","2026-05-21T17:25:59","9BA63281CF6FB6B97188C7E547444CFDB93179A3056E64A6A2DC27512A55C5A3"
"DCSE_ASSET_PORTAL_APP\docs\ddna\DCSE_AG_Compliance_Audit_20260521.md","REVIEW","DCSE-SS/SC","Root project/source lineage","5431","2026-05-21T17:26:32","1101D16181861240CCA7E88B82B418713987A2DFA756CF7CC676CC65F2F58001"
"DCSE_ASSET_PORTAL_APP\docs\ddna\DCSE_DDNA_Index_Model_Protocol_v1.md","SUPERSEDED","DCSE-SS/SC","Root project/source lineage","8302","2026-05-21T17:12:34","4FBE89518758972DAD342CB0A3433D3730E06B0799620B9F0157F0E42DF15101"
"DCSE_ASSET_PORTAL_APP\docs\ddna\load_json_source_adapter_spec.md","REVIEW","DCSE-SS/SC","Root project/source lineage","1881","2026-05-21T17:26:18","1803EAD89405D4E7C9B4CD529D979C981F6F91025855E3F6E0E6636440C4DD22"
"DCSE_ASSET_PORTAL_APP\grant-perms.js","SUPPORT","DCSE-SS/SC","Root project/source lineage","824","2026-05-20T02:07:52","824936D4ADDB551FC3132F341F1CA265EF120C1048777AF23EC04E4812DE6A2C"
"DCSE_ASSET_PORTAL_APP\infrastructure\setup.sh","SUPPORT","DCSE-SS/SC","Root project/source lineage","1697","2026-03-25T02:47:53","8DC627548993A30B583548306B9DE5311199C2AD4E2762C34E43DBAD62D73831"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\.env.example","SUPPORT","DCSE-SS/SC","Root project/source lineage","1886","2026-05-20T00:12:37","0CF0C775B56C11F81C01AE039D441614D91649E7ED1E0A97B09D7D025B803EF0"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\migrations_001_create_tables.sql","SUPPORT","DCSE-SS/SC","Root project/source lineage","4564","2026-05-20T00:11:09","310E8ABA81B9D2BFD62CA7C7D192903BBFC3A662B2336BF75E9E27F5A10FBA20"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\migrations_002_rls_policies.sql","SUPPORT","DCSE-SS/SC","Root project/source lineage","6012","2026-05-20T00:11:22","8AAD819CE930663565ADD30A3D3A666B8E1A833D1EAF279E286D1AA304C44715"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\PROJECT_SETUP_COMPLETE.md","REVIEW","DCSE-SS/SC","Root project/source lineage","11283","2026-05-20T00:13:04","A8CC2DCB9682EDB6CB40862089B417DF20EAF6AA1B154B2124DBB62BD292EBDF"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\README_DBA_HANDOFF.md","REVIEW","DCSE-SS/SC","Root project/source lineage","10822","2026-05-20T00:12:31","D47BFAA4AEB930AF73BA8B10533BBCD763A69BC3454834CB874E1B726EB932B2"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\schema.prisma","SUPPORT","DCSE-SS/SC","Root project/source lineage","5405","2026-05-20T00:11:00","4D4DBA4A20B996FB4BA80B3478C115F5F6A858D352E017575D419602D00FF672"
"DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\SKILL.md","REVIEW","DCSE-SS/SC","Root project/source lineage","13638","2026-05-20T00:10:44","733DEDD439A635F16E80BD668DF1C4047117B152083C09A0381E34FBDBAB68BA"
"DCSE_ASSET_PORTAL_APP\package.json","REVIEW","DCSE-SS/SC","Root project/source lineage","460","2026-05-20T02:59:26","0F3FD1A7577DF9267E55969C1308CB59877C2FAE0DE097E6BA8A61A66D289BB8"
"DCSE_ASSET_PORTAL_APP\package-lock.json","REVIEW","DCSE-SS/SC","Root project/source lineage","180867","2026-05-23T13:23:10","4E03EFAA8EBA9F082581B158C6F8BE11E9DFA3880ABF008FD6B8FD6DF8FB90A0"
"DCSE_ASSET_PORTAL_APP\query-cols.js","SUPPORT","DCSE-SS/SC","Root project/source lineage","603","2026-05-20T02:13:00","8E14488772B36ECC5806A8C65B6A226E830EC0F5D0AE22C665419AFDA27C73C0"
"DCSE_ASSET_PORTAL_APP\query-inbox.js","SUPPORT","DCSE-SS/SC","Root project/source lineage","1451","2026-05-20T01:29:36","7288E9586933DDF819BBC24D7257FB32071449B63C8F7BBF700F7907FC66D463"
"DCSE_ASSET_PORTAL_APP\turbo.json","REVIEW","DCSE-SS/SC","Root project/source lineage","244","2026-05-20T02:51:31","7DFCD8212175E5C74B96F3ED7B6FF8A8B6B323071BF9A05D42BB82A2DEF2CEF3"
"DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","REVIEW","DCSE-SS/SC","Root project/source lineage","17085","2026-05-23T16:16:07","5BE9804CFA1E40A3854EE49DAA4BC6D95C22D014AF7A91FF7F595E3F7A579087"
"dcse_ddna_extraction_v01.py","SUPPORT","DCSE-CP","Root project/source lineage","22776","2026-05-16T02:51:22","9C7FB3A880ACD4762DC72DC814CF5DF2AA0692137E9C3BE4F28588086AA70F80"
"DCSE_Master_Profile_v6.7.1.docx","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","63340","2026-05-13T18:43:21","5F6D086867C79A90ED14632C0986BF0B35CAA62B74E7F58A7F1E737E8FAAFC57"
"DCSE_Staging_HTML\DCS_EMPLOYMENT_WORKFLOW_v6_INTERACTIVE.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","54945","2026-04-23T21:03:39","FD193377D6E0FD2FBF7612708D6D1EC0718679903F0080D6010AB867131E5F63"
"DCSE_Staging_HTML\DCSE HTML v6 update.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","2843","2026-04-11T16:05:29","BD12D6A471BE851206C04124C783F3D2485E5A44C6F48A386BC69815236732FD"
"DCSE_Staging_HTML\DCSE SC Gift of Giving Short.html","REVIEW","DCSE-SS/SC","Prior staged review/artifact lineage","15185","2026-03-31T17:10:02","FBD15FF8BECAE2B3949E0AB15E751482682082BD51A02EEBE2EF7A9210E9E6E3"
"DCSE_Staging_HTML\DCSE SS PacMan.html","REVIEW","DCSE-SS/SC","Prior staged review/artifact lineage","31297","2026-02-20T16:13:10","DC7942F33A04E3A07A98392D874F55DF4E53B9033133D5A61A0FAC4918CCF8D6"
"DCSE_Staging_HTML\DCSE v6 HTML.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","13218","2026-04-08T04:47:42","C8421FC377C3014A9FCDC26ACC01332AF46E44A245FFC659E392CB022EE48EE9"
"DCSE_Staging_HTML\DCSE v6.1 HTML Governance Doctrine.html","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","11760","2026-04-11T16:48:30","283709E9F5F8F97AE73D76BB11B9DC51F9D9604BFE176F874241848AC6B059FA"
"DCSE_Staging_HTML\DCSE v6.3 Governance Doctrine.html","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","19943","2026-04-11T17:04:32","DE8ABC441059D71881BC03DEA51130B2439762453C53DED1DB6C6DF32E176937"
"DCSE_Staging_HTML\DCSE v6.4 Governance Doctrine.html","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","25193","2026-04-11T17:08:43","7F8F24B4CE1A82B8E21B655C7A8B88A34266D8772B31D25ECBCAFC03EF5F5AC2"
"DCSE_Staging_HTML\DCSE v6.5 HTML Doctrine.html","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","49249","2026-04-11T17:24:31","3B6773EB0B2A58EDDF37D0AD3D0ABD55729A3179DBF375F97CE49BCA6DC6B425"
"DCSE_Staging_HTML\DCSE_HTML_v6.9_Latest_Greatest_Doctrine.html","REVIEW","DCSE-CP","DCSE HTML v6.9 doctrine lineage","12785","2026-06-02T19:15:01","67A967A55EDDA432C6A54715AD15A3053D8F309AACF23F57C2242735A9885306"
"DCSE_Staging_HTML\DCSE_V6.6 Video_Production_Governance.html","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","54209","2026-04-13T15:44:00","19B244DF2D709EDCC3846F569D3BB874AF903ABC1AD0E7B199641F4357FE5C20"
"DCSE_Staging_HTML\dcse_v68_staging_review_module_prototype.html","REVIEW","DCSE-CP","DCSE v6.8 draft/staging lineage","14226","2026-05-16T00:45:11","381497D913EB1412C31CD0306F302BA84BADDEE70155FF20BF1A5BF494FC9794"
"DCSE_Staging_HTML\index.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","13770","2026-06-01T19:46:41","27F322579780659BDDF9B54104B9CD530FBF1F894861A637767F9F08599446A4"
"DCSE_Staging_HTML\SUPERSEDED_00519_CF0E62ED_preview_(1).html","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","36720","2026-05-16T01:04:14","CF0E62ED55A1413DB2C395159AC204AFEA4AD9A35F165CC2517775DA0B38D81E"
"DCSE_Staging_HTML\SUPPORT_00073_9A9FC4B5_DCS_AI_Quiz_Module_Core_Shell.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","10302","2026-04-26T15:44:11","9A9FC4B529508649E85EF4FAD69E4674EC0FA057A51FE65C3E270D430DC2AB0A"
"DCSE_Staging_HTML\SUPPORT_00078_A9D78EF8_DCS_PAIT_EL.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","43113","2026-05-09T16:24:05","A9D78EF8D2924F570AC674711A26C67C01B704D85B822B71D6AD255A6113D118"
"DCSE_Staging_HTML\SUPPORT_00088_FD193377_DCS_EMPLOYMENT_WORKFLOW_v6_INTERACTIVE.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","54945","2026-04-23T21:03:39","FD193377D6E0FD2FBF7612708D6D1EC0718679903F0080D6010AB867131E5F63"
"DCSE_Staging_HTML\SUPPORT_00097_7B8F60B7_gemini-code-1777233690178.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","16942","2026-04-26T16:01:45","7B8F60B78F39EE6E64A420E5BA49901D3936C66527BEEEAB8DF012EB90AD1EC3"
"DCSE_Staging_HTML\SUPPORT_00107_3D6346BE_gemini-code-1778374223864.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","2441","2026-05-09T20:50:32","3D6346BE1691FE4832F68C0EEB116A3B8E111A34F654FFBBFB5D95DBCFAEAE31"
"DCSE_Staging_HTML\SUPPORT_00108_4BF8ED87_gemini-code-1778375447445.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","44670","2026-05-09T21:11:06","4BF8ED871D22D2BF5865A80F1122D595E27386735EC97DD517D066E19BD63A71"
"DCSE_Staging_HTML\SUPPORT_00111_AF17C26A_lilly_ai_architect_command_center.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","44386","2026-05-09T16:16:45","AF17C26AEA6A384E1E04D0FC0FE6D4B21EF7767500CF467861387CFEA909670B"
"DCSE_Staging_HTML\SUPPORT_00112_EB7C4778_lilly_command_center_wix.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","46412","2026-05-09T21:11:09","EB7C4778628075B369697209C87451DEF1E4B8823DAC04C770FBF7D25A62FBEE"
"DCSE_Staging_HTML\SUPPORT_00116_ED94CEF9_OCE-InfosysAgenticAI-Module1-ExecutiveOverview-v1-20260515.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","22215","2026-05-15T17:25:04","ED94CEF97866BFA2ABE3A42C33A40C6326B96675A269A55AE3A41B1401FEB065"
"DCSE_Staging_HTML\SUPPORT_00117_778441A8_OCE-InfosysAgenticAI-Module2-InterviewFluency-v1-20260515.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","31489","2026-05-15T17:24:31","778441A882DF709A0F67BF736E3A918452D42106357031B18E7600FC815B5647"
"DCSE_Staging_HTML\SUPPORT_00118_DD6F1562_OCE-InfosysAgenticAI-Module3-QuizFlashcards-v1-20260515.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","41323","2026-05-15T17:24:07","DD6F15620B6B3142612C5318D2E79E903C716428E43DCC3C2B820F8E4E292421"
"DCSE_Staging_HTML\SUPPORT_00119_A1839461_OCE-InfosysAgenticAI-Module4-StudyPlan-v1-20260515.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","36914","2026-05-15T17:22:36","A1839461A1DFD520C98458162ECB0C8F02E71C3508F8A187768D6D1873860856"
"DCSE_Staging_HTML\SUPPORT_00125_86F8DD7C_preview.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","14225","2026-05-16T00:45:02","86F8DD7CFFDE64ED007195FAE79670C8B3FC6DE169D6C1B2AE87B49961EA337C"
"DCSE_Staging_HTML\SUPPORT_00126_FB54A1E8_Qwen_html_20260509_ocj9df5i7.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","40952","2026-05-09T21:45:29","FB54A1E8A6BD05FBCE558CD972D5E7DC8E198FC52732BDEC1C7E8E86A06F0E18"
"DCSE_Staging_HTML\SUPPORT_00127_45DB7F52_Qwen_html_20260509_wcuc9hwvq.html","REVIEW","DCSE-CP","Prior staged review/artifact lineage","7480","2026-05-09T21:40:09","45DB7F52B5CFC5A94C3056C9E2EF6F020955D6A10DD08ACDDC1805C94174B210"
"DCSE_Staging_HTML\SUPPORT_00131_CF4BC248_sc-hero.html","REVIEW","DCSE-SS/SC","Prior staged review/artifact lineage","27425","2026-05-17T01:32:44","CF4BC2482F527B0DED5187683C3A000FE16094F7EA72E167C408A7B979D596D8"
"dcse-command-post\.env","SUPPORT","DCSE-CP","Root project/source lineage","125","2026-05-22T21:17:51","D493D20DD269B360CA34DC7931F05535B0C572C76F8D43EE653059DF08AEFB0C"
"dcse-command-post\apply_public_policies.ts","SUPPORT","DCSE-CP","Root project/source lineage","1039","2026-05-23T04:03:34","DAEE0F30F6F1517B49193AB793CAF795CDDC2FBAC661AE57EE8D9E0429735450"
"dcse-command-post\audit2.ts","SUPPORT","DCSE-CP","Root project/source lineage","514","2026-05-22T22:10:52","AC75412B0EFA9A1821477B8ACC8377CFBF365D7F2D41C14182F7833950068650"
"dcse-command-post\check_constraints.ts","SUPPORT","DCSE-CP","Root project/source lineage","506","2026-05-22T22:19:18","2F6683380C43E5DE3F423970AC06C9860B66DB55E70E517ABB582488E9C1F5ED"
"dcse-command-post\check_policies.ts","SUPPORT","DCSE-CP","Root project/source lineage","1191","2026-05-23T04:02:00","67B9793D8647AD73E198219950DCA37B94818F074CB6B4340F8E3FD074018E0B"
"dcse-command-post\cp_asset_audit.ts","SUPPORT","DCSE-SS/SC","Root project/source lineage","3368","2026-05-22T22:48:21","46B1171DFD430A3656A460687F3D8E3E885311B81A95CB1E25AC944C247FA056"
"dcse-command-post\dcse_codex_pack\.env.example","SUPPORT","DCSE-CP","Root project/source lineage","188","2026-03-26T23:59:58","88F1BF6D47AD50627FE4C6FD1CACCFCAEEC19E3908DB1C49A99281CA5F95FF0C"
"dcse-command-post\dcse_codex_pack\bootstrap_dcse_command_post.sh","SUPPORT","DCSE-CP","Root project/source lineage","3205","2026-03-26T23:59:58","67FB5AE77AAB1B5EAD8022640E669DFC6E87D6EFC3995A4C9EF87CF48ABC28C0"
"dcse-command-post\dcse_codex_pack\CODEX_Run_Instructions.txt","SUPPORT","DCSE-CP","Root project/source lineage","799","2026-03-26T23:59:58","947AB10D9320117D42E51D34B556CA883A074E66A314E1745B63594690FBB45A"
"dcse-command-post\dcse_codex_pack\DCSE_Implementation_Brief.md","REVIEW","DCSE-CP","Root project/source lineage","1459","2026-03-26T23:59:58","3191EDD7E8CDA831653927A7E6DD30F5B0F31C262EB505644F417C3EBE2827D7"
"dcse-command-post\dcse_codex_pack\DCSE_master_registry_second_pass_delta.json","REVIEW","DCSE-SS/SC","Root project/source lineage","18679","2026-03-27T00:00:36","B9A6E35A15072C0B25737AEE2E645D94D8EDA5E363C902995657269D72443A60"
"dcse-command-post\dcse_codex_pack\DCSE_master_registry_second_pass_merged (1).json","SUPERSEDED","DCSE-SS/SC","Root project/source lineage","41142","2026-03-27T00:00:33","7EFFC3B57328C32B3E7EFD10972603894518D8A2922AE5385950A2952B0DB50C"
"dcse-command-post\dcse_pm_cp_module_v_1_supabase_build_plan.md","REVIEW","DCSE-CP","Root project/source lineage","26887","2026-05-14T16:52:43","2D49F5EF2CB637D8B776ED032666D6F85D88216605AA4EA82A5DC694A4F2E8DD"
"dcse-command-post\deep_inspect2.ts","SUPPORT","DCSE-CP","Sis Dee prior persona lineage candidate","4344","2026-05-22T22:31:40","C056AD9C9CFC974547442F44D334D755F2222500B582E56442BCC81FE6A9C0F0"
"dcse-command-post\deep_inspect3.ts","SUPPORT","DCSE-CP","Sis Dee prior persona lineage candidate","4280","2026-05-22T22:37:16","57E0AA54ECF2EF0602ADD33212740DD563072080770D1D41201BC6C977226F41"
"dcse-command-post\fast_search.js","SUPPORT","DCSE-CP","Root project/source lineage","1594","2026-05-23T04:15:47","3F5AF95937B4B3D0B2CA363E1D9D2EA9F26162E39AF78AA1C83AFE1A03419550"
"dcse-command-post\log_decision.ts","SUPPORT","DCSE-CP","Root project/source lineage","901","2026-05-23T02:30:07","AC5CC9175A8AC86C19BD4839D93D85D1ACFCF89F874F93DA007B0D619AB6C1EF"
"dcse-command-post\package.json","REVIEW","DCSE-CP","Root project/source lineage","499","2026-03-27T01:21:49","A9C0277E2EDAB024391B2B69FA750809AF1DAA00A447BC2E0F82DAD0EC78B841"
"dcse-command-post\package-lock.json","REVIEW","DCSE-CP","Root project/source lineage","41723","2026-03-27T01:26:26","34F24E450E1A55D9B14D806040F24432A284163204E510D6D452F0958BEC2F52"
"dcse-command-post\prisma\schema.prisma","SUPPORT","DCSE-SS/SC","Root project/source lineage","35317","2026-05-22T21:56:22","A09E3DD2D2CBBB9BFE69D09C4728BA43EFE31275452002E1C58832095D07BF70"
"dcse-command-post\query_inbox.ts","SUPPORT","DCSE-CP","Root project/source lineage","970","2026-05-23T03:49:29","27F7B1EB1C109AB20418A6A0D4E1C3EAAE23DFFAA8B7D270987DC9D7E0255F99"
"dcse-command-post\search_asset.ts","SUPPORT","DCSE-SS/SC","Root project/source lineage","471","2026-05-23T03:45:23","3E010A5F215F8909AA2903CE38242D98BDAE1A31E6B96B411E501488A650BA49"
"dcse-command-post\search_everywhere.ts","SUPPORT","DCSE-CP","Root project/source lineage","2186","2026-05-23T03:44:14","0A60F2639146B990BCD450AF5EEAF6B86E1B48D6255E4932E825C0F418BDF729"
"dcse-command-post\src\server.ts","ACTIVE","DCSE-CP","Root project/source lineage","3899","2026-03-27T02:22:50","FFC58C2B3E0EEC3F095E48E1852E10770478B8CDF33D2FF42408152BE0DB3F6D"
"dcse-command-post\super_fast_search.js","SUPPORT","DCSE-CP","Root project/source lineage","1413","2026-05-23T04:27:40","E47D07477117704EE3898569CE40BC0F3FB9F74C581C7DF3D145457ACBA7653A"
"dcse-command-post\tsconfig.json","REVIEW","DCSE-SS/SC","Root project/source lineage","276","2026-03-27T01:21:53","1802E83B1D614D55820DDE4FDC3816B160CC2069DD502E3D4D6B647EF2E62628"
"DCSE-DDNA-Extraction-Routine-v1-20260515.md","REVIEW","DCSE-CP","Root project/source lineage","31509","2026-05-15T23:33:17","E9B4CCDFE004EACE8A34C559577C6E4D37D1C75EA5CD374710E9F19B40C2D76E"
"Inbox_From_Downloads\~$position_to_Doc_38_Seals_v_DHHS.docx","ARCHIVE","PS","Root project/source lineage","162","2025-06-17T16:05:22","5514DAB6D5D8D395CB4F6BC485A8B8F2C7D077C993DD77FBDBEE6E881B053BAD"
"Inbox_From_Downloads\~$torney_Fact_Sheet_Seals_v_DHHS_Vince.docx","ARCHIVE","PS","Root project/source lineage","162","2025-06-13T15:51:22","5514DAB6D5D8D395CB4F6BC485A8B8F2C7D077C993DD77FBDBEE6E881B053BAD"
"Inbox_From_Downloads\~$w Seals Search.docx","REVIEW","DCSE-CP","Root project/source lineage","162","2025-10-15T12:58:09","5514DAB6D5D8D395CB4F6BC485A8B8F2C7D077C993DD77FBDBEE6E881B053BAD"
"Inbox_From_Downloads\Crowe_CoverLetter_DonaldCSeals.docx","REVIEW","DCSE-CP","Root project/source lineage","11046","2026-04-14T19:57:19","7C1AC8737FA03A6F94E2618C660A9857B0AC9D7A3E4686956E0CB8946DECA3B8"
"Inbox_From_Downloads\Crowe_Resume_DonaldCSeals.docx","REVIEW","DCSE-CP","Root project/source lineage","12823","2026-04-14T19:58:25","2DAD4ACE89208BAEF37744E5F55AA0B0E0C9E53DE83491628B26E84BA392DAAE"
"Inbox_From_Downloads\dart_v7.py","REVIEW","DCSE-CP","Root project/source lineage","10261","2025-11-28T21:39:08","47C2B850B7E7590A2F7F9CB8850DD7E84DF8183B83E47D948E4B72852CAF88EB"
"Inbox_From_Downloads\DCS_Resume_V9_Infosys_Fixed_NoDART.docx","REVIEW","DCSE-CP","Root project/source lineage","16897","2026-05-17T00:34:24","2D51CD3CFE75FD6F14816D1CD11B18D772580CF58EADC7CD123170861D9A1118"
"Inbox_From_Downloads\DCSeals Consulting Resume 04252026.docx","REVIEW","DCSE-CP","Root project/source lineage","12693","2026-04-23T20:38:26","B96217EA2E1CFED0A93A3F3FC5B0F2F4E90315292F2B87CC1BEA6D8B8FFE1A30"
"Inbox_From_Downloads\DCSeals Consulting Resume PDF.pdf","REVIEW","DCSE-CP","Root project/source lineage","110901","2026-04-23T20:41:28","3E6DD2FF5E97593ADE28339EF987CADB094D45A13437EC3D2ED43D145F811D72"
"Inbox_From_Downloads\DCSeals ConvexTech.docx","REVIEW","DCSE-CP","Root project/source lineage","12693","2026-05-08T12:51:34","86F23BF9364D27BF112BB8394667B50D954DD4A0861B1BEDD63C4C00284D8317"
"Inbox_From_Downloads\DCSeals Encore Consulting Resume.pdf","REVIEW","DCSE-CP","Root project/source lineage","118672","2026-04-23T19:36:16","397691E1C26386AFCBE4B8BBDCAAC93FEA5792E4050CACD023D3214A5929401B"
"Inbox_From_Downloads\Don_Seals_Resume.docx","REVIEW","DCSE-CP","Root project/source lineage","37538","2026-04-23T18:39:09","063195D6BE90925C6FF700C11449B44E1D8FC2D6BDF1D5FD363E1E0ADE77B243"
"Inbox_From_Downloads\Donald_C_Seals_AI_Architect_Infosys_Targeted.docx","REVIEW","DCSE-CP","Root project/source lineage","17089","2026-04-23T19:22:07","FD8937D842EAC7DAA6BC40A5800DC2F3C7ADB8D51FDF138500B94343100BE5DE"
"Inbox_From_Downloads\DSeals - Monster Inc 04132026.pdf","REVIEW","DCSE-CP","Root project/source lineage","8090","2026-04-13T20:38:05","5798E815C40BD01BF554A9BC35E77F757C71B50B9C2077FD35B9589C51BD568E"
"Inbox_From_Downloads\DSeals - Naveen Kumar Galent 04132026.pdf","REVIEW","DCSE-CP","Root project/source lineage","8090","2026-04-13T20:38:05","5798E815C40BD01BF554A9BC35E77F757C71B50B9C2077FD35B9589C51BD568E"
"Inbox_From_Downloads\DSeals ObjectWin 04162026.docx","REVIEW","DCSE-CP","Root project/source lineage","14623","2026-04-16T15:57:24","0AF7A9E99CA2507DB50375613586B1A93761FFE8EA320F314AA3B81C08CFF54B"
"Inbox_From_Downloads\DSeals Resume 01042023 (2026_01_09 09_32_29 UTC).pdf","REVIEW","DCSE-CP","Root project/source lineage","89699","2026-04-13T20:31:59","22356555274EAA0DBFE4B0E051651D3A26649F6215491049488925B8B3CD845A"
"Inbox_From_Downloads\DSeals Resume 092022.pdf","REVIEW","DCSE-CP","Root project/source lineage","89699","2026-04-13T21:08:07","22356555274EAA0DBFE4B0E051651D3A26649F6215491049488925B8B3CD845A"
"Inbox_From_Downloads\DSeals Resume VUI 04162026.docx","REVIEW","DCSE-CP","Root project/source lineage","14947","2026-04-16T14:14:29","686C82148130A9895BA5408FD238F816D4A19090B31EE984AEE865194EE4A29C"
"Inbox_From_Downloads\DSeals_Infosys_AIArchitect_04232026.docx","REVIEW","DCSE-CP","Root project/source lineage","13172","2026-04-23T18:47:25","AE8A833C11640D2FBCF35DA437F6C90BD961D4243174B2F6FAC8B0ECD7E26121"
"Inbox_From_Downloads\DSeals_Infosys_AIArchitect_04232026.pdf","REVIEW","DCSE-CP","Root project/source lineage","9844","2026-04-23T17:43:27","B7F72ED922A5C392942462CEB4930F0F2AF33A1466B86DBCC2913B6D0E4C1026"
"Inbox_From_Downloads\evidence_index.md","REVIEW","DCSE-CP","Root project/source lineage","1656","2026-04-20T16:20:04","2924688E258C05CB217F84B0F63D61AAFF29F13EF82212316733D2A9D7A24706"
"Inbox_From_Downloads\Litigation Evidence and Comparator Data for Summary Judgment Opposition - Table 1.pdf","ARCHIVE","PS","Root project/source lineage","20034","2026-05-05T15:03:26","BC5E233FA3727B51E7AFB170B4126DF33F7435F8968D946A4F7F212DC950A217"
"Inbox_From_Downloads\ObjectWin_RecruiterResponse_DonaldCSeals.docx","REVIEW","DCSE-CP","Root project/source lineage","9720","2026-04-15T21:37:55","FFB09F9AFC63C3F032D41C2C93C41A3F9F4213D5F335AF94FD162D8CB2AA3F13"
"master_config.json","REVIEW","DCSE-CP","Root project/source lineage","7578","2026-06-01T01:15:21","A5E080562F1946E49ADA22E112ED560B3432E8A19455920369B03F8E4D7BE886"
"p0_credential_purge_closeout.csv","ACTIVE","DCSE-CP","Root project/source lineage","104","2026-05-23T02:15:19","13394A487DB9F72887C1190FDD930C58FB05D6FFEF362C81AE1ED3D580E44AF0"
"project_manifest.json","ACTIVE","DCSE-CP","Root project/source lineage","1224","2026-05-01T05:29:47","659B45212A8F3BA51782931C1A2BE56436B342A07898D56EB715719DC6C1BF70"
"pyproject.toml","SUPPORT","DCSE-CP","Root project/source lineage","70","2026-05-30T14:02:39","305A51DED82710BAD2AD0865ADD6B8F1531A8510A1E6FEA1EEB4411AE034E1C5"
"reversibility_verification.csv","REVIEW","DCSE-CP","Root project/source lineage","86","2026-05-23T01:54:53","29200DB55DE2B95F7BB2CCEB533ED36451396F8FC81521C2A51A0AF3BF5672DE"
"secret_module_search_results.csv","REVIEW","DCSE-CP","Root project/source lineage","6534766","2026-05-23T00:48:00","0B625EDA06684798064BC7BAA533E933710056C60C3124DEA9E0448454074A54"
"service_role_references.csv","REVIEW","DCSE-CP","Root project/source lineage","0","2026-05-23T00:48:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"sjl_construction_brief.md","ACTIVE","DCSE-SS/SC","AG final SJL handoff brief / Tribunal referenced source","14710","2026-06-06T16:21:52","85DF469BA7507F1C27CAC1799EAB9B7FB3EF938310CB0C7392C471D2C11E720A"
